orcid_origin,pmid,doi,article_qnr,all_authors_qnr
0000-0001-8200-4942,nan,10.1159/000104430,Q80538719,"['Q30500568', 'Q38321687', 'Q40383969', 'Q71015117', 'Q80538717']"
0000-0001-8200-4942,nan,10.1016/S0167-4943(98)00003-X,Q51691898,"['Q37634089', 'Q37836844', 'Q38321687', 'Q40383969', 'Q47504120', 'Q55728695', 'Q59694864']"
0000-0001-8200-4942,nan,10.1016/S0531-5565(99)00060-1,Q58863679,"['Q37836844', 'Q38321687', 'Q47504120', 'Q59694864']"
0000-0001-8200-4942,nan,10.1159/000081436,Q81125457,"['Q38321687', 'Q47504120', 'Q59694864']"
0000-0001-8200-4942,nan,10.1016/0735-1097(88)92602-2,Q54374027,"['Q4776661', 'Q38321641', 'Q38321687', 'Q47504120']"
0000-0001-8200-4942,nan,10.12659/AJCR.889868,Q37568110,"['Q38137116', 'Q38321619', 'Q38321641', 'Q38321687', 'Q57423119']"
0000-0002-1841-7942,29201058.0,10.1155/2017/2057168,Q47099894,"['Q57133507', 'Q60369824']"
0000-0002-8774-6942,nan,10.1016/S0304-3835(03)00310-0,Q40637532,
0000-0002-1372-0942,nan,10.3847/0004-637X/819/1/8,Q59758588,"['Q2076321', 'Q50505758', 'Q55584043', 'Q56488248', 'Q57974157', 'Q58935460']"
0000-0002-1372-0942,nan,10.1109/URSI-AT-RASC.2015.7303197,Q57807670,"['Q4980108', 'Q50505758', 'Q55195306', 'Q55584043', 'Q57890041', 'Q57970304', 'Q57974157']"
0000-0002-1372-0942,nan,10.1051/0004-6361:20078521,Q68673083,
0000-0002-1372-0942,nan,10.1086/378156,Q58073864,"['Q53953486', 'Q53996499', 'Q54217847', 'Q57017230', 'Q57076851', 'Q57077631', 'Q58375879']"
0000-0002-1372-0942,nan,10.1051/0004-6361:20066217,Q68598515,
0000-0002-1372-0942,nan,10.1002/2015RS005711,Q57807654,"['Q4980108', 'Q50505758', 'Q55195306', 'Q55584043', 'Q56488248', 'Q57201099', 'Q57890041', 'Q57970304', 'Q57974143', 'Q57974157', 'Q57974264', 'Q61268759', 'Q62065024']"
0000-0002-1372-0942,nan,10.3847/1538-3881/153/3/98,Q57807509,"['Q4980108', 'Q55584043', 'Q56486691', 'Q56551116', 'Q57974157']"
0000-0002-1372-0942,nan,10.1088/2041-8205/809/1/L12,Q57807651,"['Q4980108', 'Q55195306', 'Q55584043', 'Q56551116', 'Q57890041', 'Q57974157', 'Q61268759', 'Q62065024']"
0000-0002-1372-0942,nan,10.1088/1009-9271/7/3/05,Q63380727,['Q61041156']
0000-0002-1372-0942,nan,10.1051/0004-6361/201527817,Q57807587,"['Q4980108', 'Q50505758', 'Q55584043', 'Q56488248', 'Q56508222', 'Q57974143', 'Q57974159', 'Q57974157']"
0000-0002-1372-0942,nan,10.1088/0004-6256/146/4/103,Q57807785,"['Q4980108', 'Q50505758', 'Q55584043', 'Q56488248', 'Q57201099', 'Q57974138', 'Q57974143', 'Q57974157', 'Q57974264', 'Q58935460', 'Q61268761', 'Q62065024', 'Q63675191']"
0000-0002-1372-0942,nan,10.1134/1.1695081,Q68650099,
0000-0002-1372-0942,nan,10.1134/S1063772906060060,Q68386385,
0000-0002-1372-0942,nan,10.1051/0004-6361:20035895,Q58073835,"['Q57017230', 'Q57076851', 'Q57077631', 'Q57093971', 'Q58339514', 'Q58354574', 'Q58375879', 'Q63415632']"
0000-0002-1372-0942,nan,10.1051/0004-6361/20079267,Q68980060,
0000-0002-1372-0942,nan,10.1134/S106377290601001X,Q68657507,
0000-0002-1372-0942,nan,10.1109/URSIGASS.2014.6930053,Q57807702,"['Q4980108', 'Q22915122', 'Q50505758', 'Q55584043', 'Q57201099', 'Q57974143', 'Q57974157', 'Q57974432', 'Q57974441', 'Q61268761']"
0000-0002-1372-0942,nan,10.1051/0004-6361/201014968,Q68996982,
0000-0002-1372-0942,nan,10.1088/0004-637X/809/2/168,Q57807615,"['Q4980108', 'Q50505758', 'Q55584043', 'Q56488248', 'Q57201099', 'Q57974138', 'Q61268759', 'Q61268761', 'Q62065024']"
0000-0001-6571-4942,nan,10.1155/2013/385345,Q58995225,
0000-0001-6571-4942,nan,10.1117/12.2060514,Q62141889,
0000-0001-8621-6942,28453300.0,10.1080/01459740.2017.1313252,Q38434181,['Q47709891']
0000-0001-8621-6942,20972914.0,10.1080/13691058.2010.521576,Q34469231,"['Q47709891', 'Q64539342']"
0000-0001-8621-6942,28392630.0,10.1080/09581596.2016.1259459,Q30061745,"['Q47709891', 'Q47805507']"
0000-0001-8621-6942,nan,10.1016/0277-9536(93)90191-6,Q72761802,['Q47709891']
0000-0002-0714-4942,nan,10.1063/1.2996277,Q58049500,
0000-0002-0714-4942,nan,10.1155/2018/8509127,Q63246811,"['Q51550519', 'Q88233790']"
0000-0002-0714-4942,nan,10.1063/1.2996277,Q58049500,
0000-0002-0714-4942,nan,10.1155/2011/482483,Q58654989,"['Q42968847', 'Q51550519']"
0000-0002-0714-4942,nan,10.1039/C7AN01945A,Q88049237,['Q88049235']
0000-0002-0714-4942,nan,10.1155/2011/482483,Q58654989,"['Q42968847', 'Q51550519']"
0000-0002-0714-4942,nan,10.1063/1.3086600,Q41871238,"['Q42968847', 'Q51550519']"
0000-0002-0714-4942,nan,10.3791/55649,Q46894823,"['Q51550519', 'Q83290542']"
0000-0002-0714-4942,nan,10.1063/1.3086600,Q41871238,"['Q42968847', 'Q51550519']"
0000-0002-4980-3942,nan,10.1556/004.2019.043,Q90249915,['Q87968021']
0000-0002-8501-1942,nan,10.1080/19440049.2014.963699,Q58310077,"['Q30512633', 'Q50978451']"
0000-0002-6060-7942,nan,10.1088/0264-9381/31/1/015022,Q56607804,
0000-0002-6060-7942,nan,10.1134/S106377961205019X,Q56607813,
0000-0002-6060-7942,nan,10.1088/0264-9381/31/1/015022,Q56607804,
0000-0002-6060-7942,nan,10.1088/1475-7516/2017/01/017,Q55919165,
0000-0002-6060-7942,nan,10.1134/S106377961205019X,Q56607813,
0000-0003-2788-3942,nan,10.1590/1806-9282.65.6.810,Q92149080,"['Q51118879', 'Q92149075', 'Q92149072', 'Q92149078', 'Q92149076']"
0000-0003-2280-4942,nan,10.1155/2011/307589,Q58691688,
0000-0002-0010-2942,nan,10.3171/2017.9.JNS171406,Q88420407,"['Q49903718', 'Q88102641', 'Q88420403']"
0000-0002-1122-3942,nan,10.1080/15226514.2015.1133559,Q52841567,['Q82517603']
0000-0002-6800-0942,nan,10.1016/S0896-6273(00)81068-5,Q28142504,"['Q27087835', 'Q58848870']"
0000-0002-6800-0942,nan,10.1007/BF02461087,Q73228680,
0000-0002-6800-0942,nan,10.2174/1568007033482832,Q35181044,['Q58848870']
0000-0002-6800-0942,nan,10.1016/S0304-3940(97)00513-2,Q48655874,['Q58848870']
0000-0002-6800-0942,nan,10.1186/1756-6606-6-6,Q30534401,"['Q58848870', 'Q62108777', 'Q67283317']"
0000-0002-6800-0942,nan,10.1523/JNEUROSCI.2747-09.2009,Q43231756,"['Q27087835', 'Q37839423', 'Q58848450', 'Q58848870', 'Q82659779']"
0000-0002-6800-0942,nan,10.1523/JNEUROSCI.1732-07.2007,Q30495011,"['Q27087835', 'Q37839423', 'Q46250471', 'Q58848450', 'Q58848870']"
0000-0002-6800-0942,nan,10.1523/JNEUROSCI.5806-09.2010,Q30358781,"['Q1622212', 'Q42428044', 'Q46524100', 'Q58848870']"
0000-0002-6800-0942,nan,10.1016/S0028-3908(02)00123-5,Q44170014,"['Q27087835', 'Q58848870']"
0000-0002-6800-0942,nan,10.1523/JNEUROSCI.4193-12.2013,Q41457577,"['Q37839423', 'Q41779567', 'Q48580164', 'Q58848450', 'Q58848870', 'Q58848941', 'Q82659779']"
0000-0002-6800-0942,nan,10.1016/S0304-3940(97)13436-X,Q48795248,['Q58848870']
0000-0002-6800-0942,nan,10.1016/S0920-1211(99)00076-5,Q73288676,['Q58848870']
0000-0002-6800-0942,nan,10.1038/89506,Q43653568,"['Q27087835', 'Q58848870']"
0000-0002-6800-0942,nan,10.1186/1756-6606-6-6,Q30534401,"['Q58848870', 'Q62108777', 'Q67283317']"
0000-0002-6800-0942,nan,10.1038/89506,Q43653568,"['Q27087835', 'Q58848870']"
0000-0002-6800-0942,nan,10.1016/S0304-3940(97)00513-2,Q48655874,['Q58848870']
0000-0002-6800-0942,nan,10.1007/400_2007_030,Q36900148,"['Q37839423', 'Q58848870']"
0000-0002-6800-0942,nan,10.1523/JNEUROSCI.2520-05.2005,Q46776174,"['Q27087835', 'Q37839423', 'Q38323892', 'Q58848870']"
0000-0002-6800-0942,nan,10.1016/S0028-3908(00)00147-7,Q43511718,['Q58848870']
0000-0002-6800-0942,nan,10.1523/JNEUROSCI.2747-09.2009,Q43231756,"['Q27087835', 'Q37839423', 'Q58848450', 'Q58848870', 'Q82659779']"
0000-0002-6800-0942,nan,10.1523/JNEUROSCI.2520-05.2005,Q46776174,"['Q27087835', 'Q37839423', 'Q38323892', 'Q58848870']"
0000-0002-6800-0942,nan,10.1007/BF02461087,Q73228680,
0000-0002-6800-0942,nan,10.1142/S0129065710002358,Q51688736,"['Q57730471', 'Q58848870']"
0000-0002-6800-0942,nan,10.1523/JNEUROSCI.5806-09.2010,Q30358781,"['Q1622212', 'Q42428044', 'Q46524100', 'Q58848870']"
0000-0002-6800-0942,nan,10.1142/S0129065710002358,Q51688736,"['Q57730471', 'Q58848870']"
0000-0002-6800-0942,nan,10.1016/S0028-3908(02)00123-5,Q44170014,"['Q27087835', 'Q58848870']"
0000-0002-6800-0942,nan,10.1016/S0304-3940(97)13436-X,Q48795248,['Q58848870']
0000-0002-6800-0942,nan,10.1523/JNEUROSCI.1732-07.2007,Q30495011,"['Q27087835', 'Q37839423', 'Q46250471', 'Q58848450', 'Q58848870']"
0000-0002-6800-0942,nan,10.1007/BF02463010,Q48354425,
0000-0002-6800-0942,nan,10.1016/S0028-3908(00)00147-7,Q43511718,['Q58848870']
0000-0002-6800-0942,nan,10.1523/JNEUROSCI.4193-12.2013,Q41457577,"['Q37839423', 'Q41779567', 'Q48580164', 'Q58848450', 'Q58848870', 'Q58848941', 'Q82659779']"
0000-0002-3343-0942,nan,10.1155/2015/249205,Q35169987,"['Q37842857', 'Q38642930', 'Q54394831', 'Q70949473']"
0000-0001-5687-7942,nan,10.1080/23120053.2017.1376546,Q56928079,"['Q37393111', 'Q55446316', 'Q55523774', 'Q58389873']"
0000-0001-5687-7942,nan,10.1097/INF.0000000000001413,Q40442294,"['Q46695778', 'Q55446316', 'Q55446317', 'Q55523774', 'Q56885115', 'Q57889897', 'Q85639315']"
0000-0002-5333-5942,nan,10.1080/15592294.2016.1227899,Q38740975,"['Q40935156', 'Q40941687', 'Q56983957', 'Q62755873', 'Q67168816', 'Q77667741']"
0000-0002-5333-5942,nan,10.2217/14796694.3.4.429,Q36895812,
0000-0002-5333-5942,nan,10.1186/1687-4153-2013-14,Q37323311,['Q62755873']
0000-0002-5333-5942,nan,10.1158/0008-5472.CAN-10-2607,Q34721998,['Q62755873']
0000-0002-5333-5942,nan,10.1128/MCB.01192-06,Q24673653,"['Q37608451', 'Q42137651', 'Q62755873']"
0000-0003-3625-3942,nan,10.4324/9781849772020,Q57002337,
0000-0002-9905-0942,nan,10.4324/9781315066004,Q60511643,
0000-0001-5882-1942,nan,10.1158/0008-5472.CAN-10-2267,Q30498093,"['Q37382476', 'Q38802449', 'Q39631766', 'Q41654542', 'Q47275991', 'Q49081118', 'Q55705192', 'Q63366499']"
0000-0001-5882-1942,nan,10.1158/0008-5472.CAN-17-0418,Q47953326,"['Q39065426', 'Q41864429', 'Q49081118']"
0000-0001-5882-1942,nan,10.1159/000084511,Q36155027,['Q49081118']
0000-0001-5882-1942,nan,10.1128/MCB.00197-10,Q28383800,['Q49081118']
0000-0001-5882-1942,nan,10.1128/MCB.24.18.8113-8133.2004,Q39961268,
0000-0001-5882-1942,nan,10.1158/1535-7163.MCT-06-0382,Q40200272,"['Q37382476', 'Q49081118']"
0000-0001-5882-1942,nan,10.1080/2162402X.2015.1119356,Q40437517,['Q49081118']
0000-0001-5882-1942,nan,10.1158/0008-5472.CAN-08-4308,Q39868686,"['Q47275991', 'Q49081118', 'Q55705192']"
0000-0001-5882-1942,nan,10.1523/JNEUROSCI.1184-07.2007,Q48115837,"['Q49081118', 'Q59685634']"
0000-0001-5882-1942,nan,10.1158/0008-5472.CAN-12-4545,Q44109841,"['Q37382476', 'Q38802449', 'Q47275991', 'Q49081118', 'Q55172681', 'Q55705192']"
0000-0001-5882-1942,nan,10.1158/0008-5472.CAN-10-1454,Q30499765,['Q49081118']
0000-0001-5882-1942,nan,10.1158/0008-5472.CAN-07-0097,Q34579970,"['Q37378801', 'Q41616278', 'Q42316501', 'Q49081118']"
0000-0001-5882-1942,nan,10.1158/0008-5472.CAN-04-1949,Q28116742,['Q49081118']
0000-0001-5882-1942,nan,10.1128/MCB.26.4.1480-1495.2006,Q30159929,"['Q39631766', 'Q49081118', 'Q55705192']"
0000-0001-5882-1942,nan,10.1080/21659087.2015.1055430,Q41228677,['Q49081118']
0000-0001-5882-1942,nan,10.1172/JCI36125,Q34028615,"['Q37374768', 'Q41672038', 'Q42878094', 'Q49081118', 'Q56849385', 'Q58673347', 'Q72048843']"
0000-0002-7199-8942,12932659.0,10.1016/S0959-8049(03)00454-4,Q35204556,
0000-0002-7199-8942,22965953.0,10.1200/JCO.2011.40.7783,Q84959068,['Q57419790']
0000-0002-7199-8942,18791272.0,10.3233/CLO-2008-0440,Q53967886,['Q57419790']
0000-0002-7199-8942,14649328.0,10.1080/07853890310017152,Q35597613,['Q57419790']
0000-0001-9506-7942,nan,10.1063/1.4978742,Q42372638,"['Q56241551', 'Q62719372', 'Q79439581', 'Q83891199']"
0000-0001-9506-7942,nan,10.1063/1.2403131,Q79439582,"['Q61198377', 'Q79439581']"
0000-0001-9506-7942,nan,10.1107/S1600577515004312,Q39012263,"['Q41694276', 'Q56241551', 'Q60171945', 'Q62719372', 'Q79439581', 'Q83891199']"
0000-0001-9506-7942,nan,10.1063/1.2888553,Q46618541,
0000-0002-1743-0942,nan,10.1080/14786419.2012.742082,Q45353856,"['Q42842448', 'Q57902030']"
0000-0002-6336-5942,26409792.0,10.5144/0256-4947.2015.189,Q26786624,"['Q42365089', 'Q42706258']"
0000-0002-6336-5942,26409793.0,10.5144/0256-4947.2015.196,Q40497376,"['Q42706258', 'Q56798559']"
0000-0002-6336-5942,25005754.0,10.1186/1476-4598-13-168,Q33945376,"['Q41539744', 'Q41539751', 'Q42706258']"
0000-0002-6336-5942,nan,10.4103/1319-3767.111948,Q43095173,['Q42706258']
0000-0002-6336-5942,27236393.0,10.5144/0256-4947.2016.210,Q46952387,"['Q42706258', 'Q96104975']"
0000-0002-6336-5942,23793430.0,10.5144/0256-4947.2013.268,Q46782321,['Q42706258']
0000-0002-6336-5942,nan,10.1080/13547500701775449,Q80689419,['Q42706258']
0000-0002-6336-5942,nan,10.5144/0256-4947.2014.202,Q38255290,"['Q42706258', 'Q96049543']"
0000-0002-6336-5942,nan,10.5144/0256-4947.2015.196,Q40497376,"['Q42706258', 'Q56798559']"
0000-0002-6336-5942,nan,10.4103/1319-3767.153806,Q43226745,['Q42706258']
0000-0002-6336-5942,nan,10.4103/1319-3767.111948,Q43095173,['Q42706258']
0000-0002-6336-5942,nan,10.4103/1319-3767.132976,Q42706224,['Q42706258']
0000-0002-6336-5942,nan,10.4103/1319-3767.132976,Q42706224,['Q42706258']
0000-0002-6336-5942,nan,10.5144/0256-4947.2015.189,Q26786624,"['Q42365089', 'Q42706258']"
0000-0002-6336-5942,18270871.0,10.1080/13547500701775449,Q80689419,['Q42706258']
0000-0002-6336-5942,25266178.0,10.5144/0256-4947.2014.202,Q38255290,"['Q42706258', 'Q96049543']"
0000-0002-6336-5942,nan,10.5144/0256-4947.2012.117,Q39647966,
0000-0002-6336-5942,nan,10.1186/1476-4598-9-203,Q34068205,
0000-0001-7759-8942,22196011.0,10.1186/1471-2288-11-174,Q34111300,"['Q43866272', 'Q56422183', 'Q57376193']"
0000-0001-7759-8942,22684051.0,10.1177/1062860612443551,Q48572613,['Q56422183']
0000-0001-8233-8942,nan,10.1128/JVI.03198-12,Q39793316,"['Q43192237', 'Q57015431']"
0000-0001-8233-8942,nan,10.1016/S0168-1702(00)00216-1,Q45738746,"['Q43192237', 'Q55186634']"
0000-0001-8233-8942,nan,10.1016/S0014-5793(99)01447-7,Q45746198,"['Q43192237', 'Q45375818']"
0000-0001-8233-8942,nan,10.2137/145960608786118767,Q60429490,
0000-0001-8233-8942,nan,10.3791/51536,Q42035243,"['Q28468917', 'Q43192237', 'Q56015677']"
0000-0001-8233-8942,nan,10.1128/JVI.00052-11,Q35192925,"['Q43192237', 'Q57015431', 'Q81407054']"
0000-0001-8233-8942,nan,10.1016/0168-1702(92)90070-P,Q42611604,
0000-0001-8233-8942,nan,10.1016/S0014-5793(99)00856-X,Q45748099,['Q43192237']
0000-0001-8233-8942,nan,10.1007/BF01050608,Q60429513,
0000-0001-8233-8942,nan,10.1128/JVI.01316-16,Q40473007,['Q43192237']
0000-0001-8233-8942,nan,10.1128/JVI.02051-10,Q42707053,"['Q43192237', 'Q57015431']"
0000-0001-8233-8942,nan,10.1128/JVI.00721-19,Q92152878,['Q43192237']
0000-0001-8233-8942,nan,10.1002/(SICI)1097-0290(19990805)64:3<377::AID-BIT15>3.0.CO;2-C,Q60429509,
0000-0001-8233-8942,nan,10.1002/(SICI)1097-0290(19990805)64:3<377::AID-BIT15>3.0.CO;2-C,Q77975297,['Q43192237']
0000-0001-8233-8942,nan,10.1128/JVI.76.24.12703-12711.2002,Q34350940,"['Q41614136', 'Q43192237', 'Q56015677']"
0000-0001-8233-8942,nan,10.1016/0168-1702(95)01263-X,Q60429510,['Q43192237']
0000-0002-6037-5942,nan,10.1177/1098612X17710844,Q47177711,['Q79330082']
0000-0002-6037-5942,nan,10.1080/00480169.2015.1114434,Q40339032,['Q79330082']
0000-0002-6037-5942,nan,10.1080/01652176.2016.1182230,Q47191867,['Q79330082']
0000-0002-6037-5942,nan,10.1638/2011-0060.1,Q47246592,"['Q56840295', 'Q79330082']"
0000-0002-6037-5942,nan,10.1080/00480169.2009.60926,Q47267174,
0000-0002-6037-5942,nan,10.1080/00480169.2011.642770,Q47244987,['Q79330082']
0000-0002-6037-5942,nan,10.1080/00480169.2018.1464974,Q52535366,"['Q79330082', 'Q80164499']"
0000-0002-6037-5942,nan,10.1080/00480169.2003.36380,Q45943727,['Q79330082']
0000-0002-6037-5942,nan,10.1080/00480169.2010.65054,Q47264913,
0000-0002-6037-5942,nan,10.1080/00480169.2011.644758,Q47243471,['Q79330082']
0000-0002-6037-5942,nan,10.1080/00480169.2012.719212,Q43870748,
0000-0002-6037-5942,nan,10.1080/01652176.2012.745957,Q34314441,
0000-0002-6037-5942,nan,10.1080/00480169.2018.1490214,Q57093150,['Q79330082']
0000-0002-6037-5942,nan,10.1080/00480169.2007.36752,Q47289052,
0000-0002-6037-5942,nan,10.1017/S0007114507750869,Q47286704,
0000-0002-6037-5942,nan,10.1177/1098612X17699680,Q47174660,['Q79330082']
0000-0002-6037-5942,nan,10.1080/00480169.2018.1492984,Q57093146,"['Q79330082', 'Q84586423']"
0000-0002-6037-5942,nan,10.1080/00480169.2011.636730,Q47246754,
0000-0002-6037-5942,nan,10.1080/01652176.2011.610151,Q47248306,['Q79330082']
0000-0002-6037-5942,nan,10.1080/00480169.2012.682957,Q47242043,['Q79330082']
0000-0002-6037-5942,nan,10.1080/00480169.2011.609479,Q47248178,['Q79330082']
0000-0002-6037-5942,nan,10.1080/00480169.2013.845072,Q47224906,['Q79330082']
0000-0001-6681-3942,nan,10.1080/20008198.2019.1605282,Q64063704,"['Q45625478', 'Q47702343', 'Q50696066', 'Q57889414', 'Q59996039', 'Q91347603', 'Q92147023', 'Q92147025', 'Q92147031', 'Q92147028', 'Q92147033']"
0000-0002-2392-9942,nan,10.1107/S1600576717012663,Q42280633,"['Q28321841', 'Q42273787', 'Q56787117', 'Q89609279', 'Q89609282']"
0000-0002-2392-9942,nan,10.1107/S1600577516017525,Q37530799,"['Q37837302', 'Q42273787', 'Q56787117', 'Q60143648', 'Q61072268', 'Q61073630', 'Q89195706']"
0000-0001-7990-5942,nan,10.1177/0962280216660407,Q39448478,"['Q30504712', 'Q56670173', 'Q58713533', 'Q83504813']"
0000-0001-7990-5942,nan,10.1186/1752-4458-7-19,Q37003976,"['Q30504712', 'Q56670173', 'Q58713533', 'Q58713695', 'Q83504813']"
0000-0002-6692-9942,nan,10.1523/JNEUROSCI.1076-16.2017,Q48101549,"['Q60331294', 'Q61005798', 'Q87614283', 'Q87614281']"
0000-0002-6692-9942,nan,10.1523/JNEUROSCI.1619-16.2017,Q38885403,"['Q60331294', 'Q61005798', 'Q61005800', 'Q94520703', 'Q94520706']"
0000-0002-4310-2942,nan,10.1063/1.5093197,Q93031086,"['Q38804353', 'Q46966309', 'Q91285578', 'Q91285668', 'Q92714574']"
0000-0002-4310-2942,nan,10.1063/1.5093197,Q93031086,"['Q38804353', 'Q46966309', 'Q91285578', 'Q91285668', 'Q92714574']"
0000-0002-4310-2942,nan,10.1177/0031512519869086,Q92680908,['Q89913231']
0000-0002-4310-2942,29092444.0,10.1063/1.4985291,Q48381112,"['Q46966309', 'Q48381173', 'Q91285578']"
0000-0002-4310-2942,nan,10.1063/1.5020371,Q91285581,"['Q46966309', 'Q59682709', 'Q91285578']"
0000-0002-4310-2942,nan,10.1063/1.4963013,Q88626546,['Q46966309']
0000-0002-4310-2942,nan,10.1063/1.4985291,Q48381112,"['Q46966309', 'Q48381173', 'Q91285578']"
0000-0002-4310-2942,nan,10.1063/1.4985291,Q48381112,"['Q46966309', 'Q48381173', 'Q91285578']"
0000-0002-4310-2942,nan,10.1063/1.5020371,Q91285581,"['Q46966309', 'Q59682709', 'Q91285578']"
0000-0002-4310-2942,nan,10.1063/1.4963013,Q88626546,['Q46966309']
0000-0002-4310-2942,nan,10.1063/1.4963013,Q88626546,['Q46966309']
0000-0002-4310-2942,nan,10.1063/1.4963013,Q88626546,['Q46966309']
0000-0002-4310-2942,nan,10.1063/1.4985291,Q48381112,"['Q46966309', 'Q48381173', 'Q91285578']"
0000-0002-4310-2942,nan,10.1063/1.5020371,Q91285581,"['Q46966309', 'Q59682709', 'Q91285578']"
0000-0002-4310-2942,30180626.0,10.1063/1.5020371,Q91285581,"['Q46966309', 'Q59682709', 'Q91285578']"
0000-0002-2603-8942,nan,10.1080/14786419.2018.1470514,Q88567935,['Q40426214']
0000-0003-1086-2942,nan,10.1081/NCN-200027491,Q45167649,['Q42049934']
0000-0003-1086-2942,nan,10.1016/S0531-5565(00)00177-7,Q34106518,
0000-0003-1086-2942,nan,10.1016/S0196-9781(02)00055-4,Q40716951,['Q42049934']
0000-0003-1086-2942,nan,10.1101/300921,Q57896376,
0000-0003-1086-2942,nan,10.1159/000355557,Q39066833,"['Q42049934', 'Q59665827', 'Q86635778']"
0000-0003-1086-2942,nan,10.1016/S0306-4522(97)00668-4,Q47930618,['Q42049934']
0000-0003-1086-2942,nan,10.1016/S0531-5565(00)00170-4,Q34071523,
0000-0003-1086-2942,nan,10.1159/000335225,Q57194245,"['Q21042396', 'Q38322237', 'Q42049934']"
0000-0003-1086-2942,nan,10.1016/S0165-3806(96)00134-4,Q28564953,
0000-0001-7936-6942,nan,10.2196/13163,Q91539511,"['Q42724060', 'Q45827843', 'Q50620841', 'Q51773272', 'Q59763692', 'Q85468034', 'Q90606842', 'Q91539473', 'Q91539479', 'Q91539487', 'Q91539484', 'Q91539495', 'Q91539492', 'Q91539499', 'Q91539503']"
0000-0002-1591-0942,nan,10.1155/2016/2904832,Q37581040,"['Q96195378', 'Q96195380']"
0000-0003-4273-3942,nan,10.1002/14651858.CD012583,Q60526119,
0000-0003-4273-3942,21930835.0,10.7326/0003-4819-155-8-201110180-00368,Q33160470,
0000-0003-4273-3942,nan,10.1002/14651858.CD012653,Q57545630,"['Q37838981', 'Q38641940', 'Q40019561', 'Q40080704']"
0000-0003-4273-3942,nan,10.1002/14651858.CD011947,Q24188180,
0000-0003-4273-3942,nan,10.1002/14651858.CD012841,Q58305365,
0000-0003-4273-3942,nan,10.1002/14651858.CD011753,Q24187444,
0000-0003-4273-3942,nan,10.1002/14651858.CD011918,Q24186752,
0000-0002-2981-0942,19909028.0,10.3109/01421590902842409,Q48247421,['Q81302066']
0000-0002-2981-0942,25010235.0,10.1080/10401334.2014.914943,Q50649722,['Q81302066']
0000-0002-2981-0942,nan,10.1080/0142159X.2019.1596239,Q91968859,"['Q42325640', 'Q81302066', 'Q89229117', 'Q91968854']"
0000-0002-2981-0942,17372636.0,10.1155/2007/463435,Q79987730,
0000-0002-7894-6942,nan,10.1016/S0031-9422(00)94662-4,Q57986614,
0000-0002-7894-6942,nan,10.1016/S0031-9422(01)00303-X,Q43818962,
0000-0002-7894-6942,nan,10.1016/S0957-4166(97)00169-9,Q57986561,
0000-0002-7894-6942,nan,10.1016/S0146-6380(99)00107-2,Q57986578,
0000-0002-7894-6942,nan,10.1590/S1517-83822013000400044,Q37644230,"['Q59679784', 'Q85408669']"
0000-0002-7894-6942,nan,10.1590/S0100-40422007000700019,Q57986557,
0000-0002-7894-6942,nan,10.1016/S0045-6535(98)00442-1,Q74668373,
0000-0002-7894-6942,nan,10.5935/0103-5053.20130201,Q57986544,
0000-0002-7894-6942,nan,10.1016/S0021-9673(00)94548-5,Q57986630,
0000-0002-7894-6942,nan,10.1016/S0008-6215(00)85931-5,Q57986634,
0000-0002-7894-6942,nan,10.1107/S0108270186094659,Q57986625,
0000-0002-7894-6942,nan,10.1016/S0031-9422(00)00292-2,Q73468152,
0000-0002-7894-6942,nan,10.1590/S0100-879X2010007500146,Q57086536,['Q39615467']
0000-0002-7894-6942,nan,10.1016/S0045-6535(98)00443-3,Q57986619,
0000-0002-7894-6942,nan,10.1016/0006-291X(80)91515-6,Q57986639,['Q51584536']
0000-0002-7894-6942,nan,10.1590/S0103-50532010000800011,Q57986563,
0000-0002-7894-6942,nan,10.1016/S0009-2541(99)00013-3,Q57986616,
0000-0002-1905-7942,25612727.0,10.1063/1.4905719,Q50972090,"['Q56420693', 'Q73041872', 'Q86581006']"
0000-0003-0198-2942,nan,10.1088/0953-4075/42/15/154010,Q62582618,['Q54006352']
0000-0003-2999-3942,nan,10.1080/02640410701275193,Q44244028,['Q57293674']
0000-0003-2999-3942,nan,10.1080/10413200.2012.709579,Q58196654,
0000-0003-2999-3942,nan,10.1080/02640414.2012.753157,Q45825996,"['Q50967948', 'Q57293674', 'Q58247764', 'Q64225370']"
0000-0003-2999-3942,nan,10.1080/17477160600569420,Q81377465,"['Q42328326', 'Q50715711', 'Q55100192', 'Q57293674']"
0000-0003-2999-3942,nan,10.1080/17461391.2013.771381,Q44799478,"['Q50967948', 'Q57293674', 'Q64225370']"
0000-0003-2999-3942,nan,10.1080/02640410802538754,Q50758567,"['Q50967948', 'Q57293674', 'Q64225370']"
0000-0003-2999-3942,nan,10.1080/02701367.2007.10599406,Q39335823,
0000-0003-2999-3942,nan,10.1155/2015/403012,Q40295218,"['Q51849099', 'Q56246782', 'Q57293674', 'Q57295064']"
0000-0003-2999-3942,nan,10.1080/17461391.2012.729088,Q47798649,"['Q57293674', 'Q96089246']"
0000-0003-2999-3942,nan,10.1177/1359105312463585,Q50547159,"['Q43809004', 'Q44621036', 'Q57293674']"
0000-0003-2999-3942,nan,10.1080/02640414.2012.693621,Q47981124,"['Q42919171', 'Q57004222', 'Q57293674']"
0000-0003-2999-3942,nan,10.1080/02640414.2011.565064,Q83888047,"['Q42734339', 'Q57293674', 'Q64225370']"
